,id,text,dayOfWeek,time,lang,retweet_count,like_count,reply_count,quote_count,cashtags,hashtags,mention_count,images,author_id
20,1487574633264160771,@ClayWedin @HolmonWiggins We would love to have you apart of the crimson tide family Clay!! 🐘🐘🐘🏈🏈🏈💯💯💯 https://t.co/k17JD5KH2o,6,23:53:25,en,0,1,0,0,[],[],0,['https://t.co/k17JD5KH2o'],3732744075
21,1487574631804514309,/ found family excellence https://t.co/TJ4iMFMV7C,6,23:53:24,en,0,1,1,0,[],[],0,"['https://t.co/TJ4iMFMV7C', 'https://t.co/TJ4iMFMV7C', 'https://t.co/TJ4iMFMV7C', 'https://t.co/TJ4iMFMV7C']",1480302281601998859
22,1487574613169221634,hope this dude is prepared for this amount of fame in such a short amount of time. Also he's gonna have a terrible fanbase https://t.co/O1GX54GPAu,6,23:53:20,en,1,57,3,2,[],[],0,['https://t.co/O1GX54GPAu'],1153397533269463040
23,1487574612032761856,#FAM💜 &amp; EVERY💜NE https://t.co/kX0uWixYxq,6,23:53:19,en,4,6,3,0,[],['FAM'],0,['https://t.co/kX0uWixYxq'],1677894596
24,1487574588150226946,"Ray couldn’t wait for his new housekeeper to arrive. But when she did, it was a whole different matter!
★FAMILY MATTERS★
= = =
✔Smashwords https://t.co/tNFIAAl2oT
✔Lulu pocketbook https://t.co/ALg2jtDX4Z

https://t.co/v6d9f8s8Kh
#ASMSG #newadult",6,23:53:14,en,1,0,0,0,[],"['ASMSG', 'newadult']",0,"['https://t.co/tNFIAAl2oT', 'https://t.co/ALg2jtDX4Z', 'https://t.co/v6d9f8s8Kh']",1586826302
25,1487574586497843200,@izuddinhelmi One happy family at homeee https://t.co/fIXjgOVrhl,6,23:53:13,en,1,24,0,0,[],[],0,['https://t.co/fIXjgOVrhl'],149590975
26,1487574563995422720,"Riski..,

If you are limited.., you cant go anywhere freely because of certain policies related to the corona virus.., then all harry Potter films can accompany you.., we are all family.., https://t.co/jkYDrGuCBd",6,23:53:08,en,0,0,0,0,[],[],0,['https://t.co/jkYDrGuCBd'],163531236
27,1487574546517479424,"O-Net By ONPASSIVE 2021 ❗️ 
📲A revolutionary Social Networking platform... 
🔗Connect with your friends and family and discover new ones...
https://t.co/TsfyVETMfO
#ONPASSIVE #OFounders #earn #GoFounders #Business #AI #ArtificialIntelligence #Technology #Network ... https://t.co/KBcpal4OHn",6,23:53:04,en,0,0,0,0,[],"['ONPASSIVE', 'OFounders', 'earn', 'GoFounders', 'Business', 'AI', 'ArtificialIntelligence', 'Technology', 'Network']",0,"['https://t.co/TsfyVETMfO', 'https://t.co/KBcpal4OHn']",930514094096044033
28,1487574538116292614,@NFTJoules @fame_ladies @worldofwomennft We think so!🔥 https://t.co/uO2ZWHUfwk,6,23:53:02,en,0,1,0,0,[],[],0,['https://t.co/uO2ZWHUfwk'],1478867362828984323
29,1487574532047224832,Looking forward to CSW- a time to celebrate our students and staff. Join us at Sunday's 10:30 a.m. Mass at QR Church.  Prospective families invited for guided tours of the school from 11:30 a.m. to 1:30 p.m.  Serving students in 3 yr. preschool through grade 8.  #QRPride https://t.co/c0w1DsZzHv,6,23:53:00,en,0,1,0,0,[],['QRPride'],0,['https://t.co/c0w1DsZzHv'],796440632554352640
30,1487574521494134784,So proud of my students!!  The supportive conversations they are having while peer editing demonstrates how much of a family atmosphere we have all created. Thanks @modernclassproj for helping me with this!  @_ACMSCougars #DCTAstrong https://t.co/j7KNI8kUHv,6,23:52:58,en,2,5,0,0,[],['DCTAstrong'],0,"['https://t.co/j7KNI8kUHv', 'https://t.co/j7KNI8kUHv']",3184530198
31,1487574519334248452,My family &amp; I having Pot Roast for dinner! Mmm.. https://t.co/zmbeajY9Ri,6,23:52:57,en,0,0,0,0,[],[],0,['https://t.co/zmbeajY9Ri'],1439040808964005888
32,1487574514670006272,Homemade carrot cake with cream cheese frosting with family movie night. https://t.co/BP2AzcyhUr,6,23:52:56,en,0,5,0,0,[],[],0,['https://t.co/BP2AzcyhUr'],201088048
33,1487574498891210758,"I am very blessed and exited to announce that I have committed to Saint Johns River State to further my academic and athletic career. I would like to thank God, my family, friends and coaches who have helped me achieve my dreams.🟦⬜️      @shsdogsbaseball https://t.co/u54zEnbduQ",6,23:52:52,en,4,12,0,2,[],[],0,['https://t.co/u54zEnbduQ'],1116043030920876032
34,1487574479203151872,"VSC statement in response to Rape Victims Family &amp; Rapists Lawyers Revelations that Radical Prosecutor Buta Biberaj is a LIAR, breaking Law, and fails Victims. Soros Decides,  not Loudoun County’s Citizens. #Recall @biberajbb https://t.co/FUxsxtntDa https://t.co/E4u1VrGWt4",6,23:52:48,en,5,17,1,1,[],['Recall'],0,"['https://t.co/FUxsxtntDa', 'https://t.co/E4u1VrGWt4']",1409911578330337282
35,1487574459678707720,is this what fame feels like https://t.co/LEPRUY9aDg,6,23:52:43,en,0,4,0,0,[],[],0,['https://t.co/LEPRUY9aDg'],1482640922005409796
36,1487574452477087747,Disney please explain the severe lack of Dolores merch???? 🥺 she’s literally the best in the family https://t.co/54fbsO7jvg,6,23:52:41,en,0,0,0,0,[],[],0,"['https://t.co/54fbsO7jvg', 'https://t.co/54fbsO7jvg']",2501708780
37,1487574448349736960,@KindofSpanish @ExpansionPunks Welcome to the XPunks family!!! https://t.co/jG1QjF6LAL,6,23:52:40,en,0,4,1,0,[],[],0,"['https://t.co/jG1QjF6LAL', 'https://t.co/jG1QjF6LAL', 'https://t.co/jG1QjF6LAL', 'https://t.co/jG1QjF6LAL']",1443428247530709000
38,1487574440066039814,Fab wee night at a family party in Partick been a while ❤ https://t.co/N7SNcQX00d,6,23:52:38,en,0,0,0,0,[],[],0,['https://t.co/N7SNcQX00d'],942447511
39,1487574434928017411,my family ✨♡ https://t.co/zHEMmQsAt0,6,23:52:37,en,0,2,0,0,[],[],0,['https://t.co/zHEMmQsAt0'],1303553769855242240
40,1487574430826270721,": How far can you go for love?

D: As far as I can

Yep, he didn't spew one lie even a bit. As far as he can go; even if it means making faces just to make her laugh, to slow dance her in front of a million ppl including her &amp; his family, to do smth he hasn't done before..for her https://t.co/wuHkP7DMxZ",6,23:52:36,en,18,64,6,2,[],[],0,"['https://t.co/wuHkP7DMxZ', 'https://t.co/wuHkP7DMxZ', 'https://t.co/wuHkP7DMxZ', 'https://t.co/wuHkP7DMxZ']",1449394720271069188
